LoanID,Application_ID,PortfolioID,ApplicationDate,Payin_120days
I2224947-0,95868482,7,23:42.0,1.1375
I2276120-0,110651762,6,00:25.0,0.435714
I2041194-0,88634507,1,14:49.0,1.2375
I2230479-0,93941235,1,25:28.0,1.5
I2115407-0,90073552,1,37:48.0,0.6
I2155929-0,130345961,5,59:22.0,1.283333
I2127206-0,129039139,5,14:47.0,1.0375
I2223140-0,95786844,7,30:49.0,1.11695
I2199151-0,94662701,7,05:36.0,0
I2052038-0,127111485,5,18:05.0,1.93313
I2118487-0,128746092,5,38:52.0,1.125
I1943610-0,100794214,6,05:26.0,0.3
I2131561-0,129277520,5,53:09.0,0
I2050384-0,89684483,7,04:02.0,1.05
I2238225-0,94588960,1,59:48.0,1.534275
I2365999-0,104064289,7,50:50.0,0.8
I2185449-0,131222255,5,51:15.0,0.971428
I1998399-0,88407225,7,51:40.0,0
I2364095-0,114583848,6,22:44.0,2.5
I1969269-0,87806905,7,57:56.0,0.3
I2110594-0,103771865,6,22:26.0,1.79
I2300920-0,137053772,5,53:46.0,2.0125
I1970458-0,101439350,6,38:30.0,2.70572
I1988002-0,88195091,7,18:36.0,2.46786
I1923957-0,86337369,7,41:04.0,0
I2357571-0,100527001,1,21:18.0,1.2
I2191015-0,131370154,5,23:08.0,0.6
I2368342-0,100933880,1,43:36.0,1.97
I2194810-0,106312662,6,28:25.0,0.51
I1975693-0,87957091,7,22:57.0,1.99608
I2189751-0,92391887,1,55:48.0,1.55
I2366936-0,100897771,1,03:37.0,0.8
I2007740-0,88601210,7,33:10.0,1.1375
I2236748-0,96790799,7,37:56.0,0.3
I1997415-0,125799903,5,53:46.0,1.066666
I2121259-0,91461813,7,52:58.0,1.08125
I2372272-0,104281365,7,09:14.0,1.072112
I1975058-0,101539189,6,38:19.0,1.356666
I1978318-0,125379669,5,35:51.0,1
I2077442-0,90321742,7,57:10.0,2
I2021945-0,126307121,5,22:57.0,1.44857
I2250352-0,97711727,7,09:16.0,1
I1931141-0,86417586,1,45:16.0,0
I2130891-0,90549981,1,34:49.0,0
I2077234-0,127648476,5,10:12.0,1
I1964036-0,87694882,7,54:13.0,0.4
I2215663-0,93244333,1,57:42.0,2.292222
I2105294-0,91028558,7,22:21.0,2.264285
I2118363-0,90146457,1,44:38.0,1.84138
I2054378-0,127173011,5,13:21.0,1.3
I2104871-0,91018346,7,28:58.0,0
I2205218-0,106689461,6,31:26.0,1
I2121066-0,91453784,7,42:48.0,3.360716
I2182241-0,92211802,1,54:09.0,1.458333
I2282242-0,97201766,1,03:08.0,1.568666
I2125768-0,104186729,6,26:57.0,1.15
I2202247-0,131715447,5,51:50.0,1.2
I1991186-0,88272900,7,32:54.0,1.2
I2131697-0,91894540,7,18:51.0,1.379011
I1997256-0,87889500,1,11:58.0,3.011764
I1970330-0,87463195,1,39:14.0,1.19
I2038702-0,102506406,6,11:06.0,0
I2273055-0,99323055,7,23:10.0,1.2
I2391361-0,115832801,6,37:11.0,1.6
I2270130-0,99126205,7,40:49.0,1.1875
I2177745-0,105905593,6,41:41.0,2.11312
I2108695-0,103766114,6,32:25.0,1.942222
I2387368-0,115547567,6,04:55.0,1.333333
I2268689-0,135376698,5,03:44.0,2.58666
I2318605-0,101896067,7,45:02.0,1.8
I1940256-0,124003877,5,34:14.0,0
I2130696-0,129228612,5,29:22.0,2.57
I2251776-0,134337487,5,18:40.0,0
I2041508-0,89425149,7,38:35.0,1.3
I1947267-0,100905487,6,58:27.0,0
I2272256-0,110439325,6,07:04.0,0.3
I1955858-0,87142821,1,31:43.0,2.86
I2111180-0,128487576,5,03:38.0,2.373333
I2198067-0,131570061,5,01:18.0,0.9
I2248757-0,97605739,7,18:52.0,2.0125
I2301509-0,101035847,7,21:09.0,0
I2050963-0,89703179,7,34:32.0,1.1125
I2179043-0,131073747,5,22:53.0,0.440909
I2282001-0,97199662,1,23:48.0,1.235714
I2157945-0,91561960,1,43:39.0,1.6
I2335824-0,99560763,1,05:24.0,1.9
I2346131-0,100024769,1,17:56.0,0
I1984022-0,88128683,7,41:55.0,0.5
I2052114-0,102760421,6,43:32.0,1.1125
I2179157-0,131077526,5,18:00.0,0.933333
I2354030-0,139196269,5,03:12.0,0.3
I1913396-0,85885925,7,42:38.0,2.591666
I2017273-0,88194688,1,02:43.0,0.634545
I1927583-0,123415842,5,55:35.0,0.575
I2183799-0,92237214,1,03:44.0,0.55
I2320531-0,137858757,5,36:14.0,2.591428
I2343254-0,138702659,5,47:46.0,1.475
I2146727-0,104977506,6,17:05.0,2.55
I1932717-0,123661287,5,05:50.0,2.4
I2392702-0,102010622,1,47:58.0,1.63
I2192737-0,92479820,1,32:47.0,1.3
I2079150-0,89347163,1,30:03.0,2.6375
I1933064-0,123686932,5,16:57.0,1.20625
I2112278-0,128495540,5,52:38.0,0
I1942675-0,124114953,5,10:34.0,1.075
I2219937-0,132390692,5,18:42.0,1
I2159845-0,105396801,6,22:40.0,1.179166
I2398495-0,116187889,6,12:36.0,0.236666
I2135147-0,129474271,5,34:28.0,1.678573
I2273770-0,135685791,5,54:17.0,1.25
I2346405-0,113802533,6,18:56.0,0.313333
I2236356-0,94475216,1,04:06.0,2.599166
I2054369-0,102801071,6,07:35.0,2.851428
I2041467-0,126796498,5,25:06.0,1
I2110784-0,103775966,6,26:14.0,2.591666
I1961238-0,87604043,7,16:36.0,1
I2315730-0,112530449,6,48:05.0,2.475
I2179031-0,131073406,5,30:58.0,1.728571
I2220306-0,93461436,1,15:41.0,1.383333
I2275840-0,96805341,1,06:27.0,0
I2278849-0,96982396,1,54:08.0,2.2572
I2254504-0,134480581,5,45:34.0,1.23333
I1944077-0,124168277,5,50:50.0,2.171428
I2126864-0,104222510,6,57:10.0,3.4
I2337937-0,138512896,5,47:31.0,2.52
I2221107-0,132452429,5,38:52.0,1.181818
I1963495-0,124894658,5,00:42.0,2.102714
I2136050-0,92118549,7,07:40.0,1.420966
I2038232-0,126701107,5,33:43.0,2.4
I1953787-0,87398943,7,59:21.0,1.1
I2278182-0,96935309,1,23:27.0,0.4
I2249133-0,134211933,5,14:23.0,0.6
I2314705-0,137620495,5,07:20.0,0.3
I2177538-0,92118222,1,05:27.0,0.6
I2179538-0,92155996,1,44:55.0,1.3
I2277182-0,96872721,1,22:51.0,0.6
I2288842-0,97569590,1,09:43.0,0.075
I2109085-0,103771127,6,01:28.0,1.65
I2370540-0,114819306,6,55:05.0,1.295
I2004463-0,88538741,7,40:00.0,1.625
I2289638-0,136552809,5,15:46.0,0
I1952895-0,124516058,5,13:39.0,1.1
I2152030-0,130203931,5,37:12.0,1.6
I2162271-0,93344671,7,00:40.0,0.416666
I2043150-0,89490749,7,07:44.0,1.235709
I2131708-0,129277580,5,02:10.0,1.1
I2208446-0,93008275,1,07:16.0,1.19286
I2006720-0,125979472,5,46:05.0,1.3
I2123313-0,128898399,5,20:44.0,2.865
I2111707-0,103798794,6,21:37.0,1.814283
I2171143-0,91982776,1,50:22.0,1.1125
I2044971-0,88711017,1,46:45.0,1.475
I1955775-0,101131870,6,25:17.0,1.2182
I1964530-0,87708356,7,05:22.0,0.5
I2204927-0,131792145,5,41:56.0,1.0625
I2245145-0,134013999,5,55:35.0,1.89588
I2141144-0,104786905,6,08:43.0,1.39
I1973130-0,101495062,6,34:14.0,1.99863
I2063708-0,102945617,6,23:23.0,1.395062
I1991050-0,125682581,5,57:14.0,1.375
I2336685-0,113358190,6,44:42.0,1.17647
I2303706-0,101153982,7,47:01.0,2
I2149855-0,130116877,5,38:59.0,1.05
I2082347-0,127760728,5,55:50.0,1.363333
I2206115-0,131833742,5,35:08.0,1.04354
I2261894-0,109833470,6,21:49.0,1.22143
I2344802-0,99943258,1,52:09.0,1.8
I2373081-0,104310161,7,11:04.0,1.805714
I1914637-0,85823163,1,24:14.0,1.073336
I2255497-0,95581690,1,05:09.0,0.9
I2065202-0,102961831,6,12:45.0,0
I2066575-0,127429846,5,37:12.0,1.435
I2043201-0,126842968,5,45:33.0,1.3
I2242670-0,97220719,7,50:20.0,1
I1951416-0,87344942,7,02:57.0,2.466666
I2242971-0,97246101,7,16:55.0,0
I2110348-0,103771690,6,28:16.0,2.78352
I2109503-0,128486818,5,00:54.0,1
I1957252-0,101157793,6,32:54.0,1.335713
I1923283-0,100101154,6,06:07.0,0.3
I2194522-0,131451983,5,13:26.0,1
I2141721-0,92402488,7,35:16.0,1.478126
I2278210-0,96936294,1,38:12.0,1.3
I2304465-0,101204551,7,18:08.0,2.2
I2138091-0,104682893,6,45:10.0,1.2375
I2198262-0,92650364,1,32:12.0,0
I2266564-0,110126866,6,11:18.0,1.133333
I2381856-0,101446812,1,49:51.0,0.9
I2160090-0,130499740,5,49:23.0,2.553333
I2370305-0,101008355,1,38:10.0,1.5
I2154334-0,105220175,6,16:45.0,0.2
I2048357-0,88792322,1,44:57.0,0
I1912770-0,85755666,1,33:15.0,2.276666
I2381078-0,115224737,6,28:02.0,1.525
I2270244-0,96477450,1,33:24.0,1.40714
I2344782-0,103055658,7,36:29.0,1.009206
I2245188-0,108840451,6,25:24.0,0
I2165931-0,130712770,5,26:56.0,0
I2131903-0,129285960,5,15:56.0,1
I2283564-0,136249799,5,28:20.0,1.94114
I1915249-0,99776068,6,51:04.0,2.865
I1981579-0,125459206,5,34:24.0,0
I1959041-0,101196617,6,40:24.0,2.935
I2131646-0,90581340,1,09:57.0,1
I2228934-0,107749538,6,39:56.0,2.00715
I1999764-0,125845394,5,59:27.0,1.7225
I1956195-0,101134351,6,27:05.0,1.216666
I2242728-0,133874175,5,23:17.0,1.725
I2136779-0,129566230,5,46:21.0,1
I2165410-0,93492213,7,59:55.0,1.6
I2041624-0,88646503,1,16:25.0,0.6
I2165283-0,130693425,5,37:46.0,1
I2176960-0,105893592,6,52:45.0,0.23
I2301395-0,98153664,1,34:48.0,2.4
I2078372-0,90342250,7,47:10.0,0.2375
I2108721-0,91113849,7,44:51.0,2
I2109594-0,128486856,5,21:38.0,2.585517
I2222822-0,132535086,5,28:16.0,3.11
I2161761-0,105464033,6,11:57.0,2.652144
I2035268-0,102441674,6,34:22.0,1.091666
I2310104-0,112304335,6,53:42.0,1.95
I2339285-0,99687950,1,26:51.0,0
I2230024-0,96187460,7,11:25.0,1
I2140733-0,92356879,7,34:51.0,1
I2260470-0,109746852,6,51:51.0,1.0375
I2160856-0,93281435,7,10:59.0,1.2
I2269484-0,110289653,6,09:20.0,0.466666
I2359420-0,139411375,5,30:19.0,1.064285
I2109851-0,128487008,5,53:31.0,3.026775
I2125015-0,90324621,1,33:26.0,2.57
I2066737-0,127431934,5,09:52.0,2.591428
I2307481-0,137333972,5,01:49.0,1.34
I2199754-0,94690016,7,04:39.0,2.282222
I2306618-0,98408281,1,45:59.0,0.3
I2167444-0,130767760,5,30:48.0,1.19286
I2247391-0,134128809,5,20:40.0,1.043333
I2191299-0,94349724,7,26:10.0,1.971428
I1939973-0,86717041,1,19:18.0,2.818333
I2185317-0,106061585,6,51:50.0,1.795
I2209662-0,131978196,5,46:26.0,1.042857
I1960445-0,124778849,5,59:02.0,3.115
I2118287-0,91382932,7,45:37.0,2.63215
I2150577-0,92859608,7,43:19.0,1
I1949697-0,124407833,5,23:57.0,0.3
I2306845-0,101346206,7,21:35.0,1.1125
I2081217-0,127739211,5,14:56.0,0.35
I2040333-0,126767410,5,03:33.0,0.8
I2313082-0,98664471,1,07:29.0,0
I2310907-0,112342388,6,37:09.0,0
I2210770-0,106898439,6,24:46.0,2.293333
I2084704-0,89460222,1,08:54.0,1.55714
I2258499-0,134743473,5,57:11.0,0.3
I2213720-0,107004383,6,27:41.0,0.48
I2211216-0,93087309,1,09:51.0,2.7
I2315749-0,101762241,7,55:26.0,3.02857
I2174158-0,92057749,1,41:41.0,0
I1950097-0,87315030,7,35:49.0,0.916666
I2194694-0,92515573,1,39:49.0,1.2625
I2013873-0,88139713,1,15:45.0,2
I2315244-0,98762793,1,04:45.0,1.883333
I2042922-0,88670691,1,11:25.0,1.97
I2116963-0,128692621,5,46:35.0,0.2
I2245711-0,134033310,5,59:45.0,0
I2213285-0,132077380,5,40:15.0,1.15
I2233663-0,94235502,1,17:55.0,1.32875
I2182101-0,94029435,7,56:50.0,0.816666
I1973647-0,125226349,5,07:51.0,2.9
I1963535-0,101298402,6,46:20.0,1.130909
I2096302-0,103501469,6,02:30.0,0
I2333632-0,99484491,1,43:44.0,0
I2345106-0,103072871,7,09:11.0,2.13
I2181750-0,94024050,7,08:03.0,1.232766
I2379271-0,115145145,6,15:20.0,1.14384
I2200397-0,94724144,7,28:59.0,1.225
I2070986-0,89184881,1,56:43.0,1.416666
I2398620-0,141168716,5,27:22.0,1.064285
I2357735-0,114305344,6,29:55.0,1.35
I1992241-0,101814415,6,56:11.0,2.62
I2116779-0,128688845,5,53:26.0,1.7375
I2209982-0,93053214,1,44:33.0,1.05
I2181768-0,94024338,7,14:00.0,1.16875
I2326923-0,102250320,7,35:48.0,0
I1926813-0,100212412,6,29:50.0,2.5
I2043917-0,126855899,5,26:00.0,0
I2330861-0,113117308,6,16:43.0,1.333333
I2328619-0,138154255,5,08:14.0,0.3
I2047068-0,102659336,6,35:02.0,0
I2157919-0,130420496,5,21:48.0,1
I2042212-0,88661747,1,46:01.0,1.58
I2223113-0,93573505,1,04:34.0,2.05
I2017376-0,88195116,1,07:03.0,1.496666
I2211968-0,106939048,6,23:39.0,2.55
I2292260-0,136683530,5,55:41.0,2.62
I2294440-0,136773016,5,06:12.0,1.105555
I2274963-0,96771916,1,44:30.0,2.675
I1939162-0,123963160,5,14:07.0,0.6
I2383400-0,140356878,5,51:15.0,0
I2048013-0,88783147,1,20:59.0,0.533333
I2266596-0,96286228,1,19:59.0,0.6
I2188388-0,94231289,7,08:18.0,1.25
I2316121-0,101769719,7,48:40.0,0.3
I1916955-0,99841749,6,43:56.0,0.55
I2293069-0,97800163,1,22:09.0,1
I2293727-0,111599171,6,29:47.0,2.64
I2194435-0,131451198,5,58:03.0,1.4875
I1991322-0,87808971,1,09:45.0,0
I2153573-0,105194694,6,25:23.0,0.775
I2280499-0,110911896,6,21:46.0,0.765
I2011517-0,88680273,7,26:17.0,1.08125
I2152592-0,105177049,6,22:25.0,1.77858
I1975377-0,87562744,1,16:32.0,2.496666
I2306386-0,137294813,5,46:46.0,1
I2139008-0,90906796,1,52:24.0,1.558333
I2104307-0,89842838,1,37:02.0,0
I2209507-0,131971086,5,46:53.0,1.4
I2034845-0,89256922,7,08:04.0,2.005
I2379722-0,140203470,5,53:57.0,0.6
I2024830-0,102265217,6,21:20.0,0.3
I2339266-0,102768253,7,14:18.0,1.98572
I1977896-0,101595437,6,36:19.0,1.5
I2149774-0,130113981,5,50:28.0,1.883333
I2155220-0,130317356,5,27:31.0,0
I2350355-0,100214873,1,36:42.0,0.9
I2311630-0,98606223,1,51:45.0,0.6
I2216853-0,107188547,6,35:19.0,1.1125
I2111502-0,91119666,7,43:05.0,1.55
I2025479-0,89014329,7,08:59.0,1.2
I2132466-0,91935432,7,59:54.0,0.183333
I2150272-0,105091175,6,22:45.0,1.989925
I2269546-0,99082605,7,42:02.0,1.8
I2182261-0,94030602,7,27:45.0,1.22262
I2160575-0,93271050,7,13:27.0,1.3
I1913065-0,99687180,6,48:52.0,1.084575
I2110832-0,89942034,1,03:34.0,2.344444
I2015036-0,126160288,5,51:36.0,1.46072
I2120109-0,104032459,6,35:52.0,1.160713
I2110307-0,128487264,5,54:40.0,1.19452
I2073233-0,90196315,7,05:44.0,1.133328
I2377581-0,140096359,5,58:52.0,1.3
I2134253-0,92029781,7,31:12.0,1.243333
I2234920-0,94371467,1,14:31.0,1.8
I2382187-0,140301240,5,23:00.0,0.6
I2234712-0,108202162,6,36:12.0,2.16
I2078187-0,103177766,6,56:05.0,1.3
I2070945-0,127500522,5,09:16.0,0
I2178773-0,92135092,1,21:04.0,1.97
I2054011-0,88909768,1,25:34.0,1
I2243802-0,97309445,7,49:13.0,1.25
I2261189-0,98504838,7,58:32.0,0
I2096276-0,128104120,5,55:38.0,1.233333
I2224879-0,132607802,5,39:19.0,0.6
I2248840-0,134200491,5,12:59.0,1.95
I2049896-0,102722742,6,03:20.0,0
I2086780-0,90561680,7,55:57.0,1.8
I1947227-0,86928325,1,42:25.0,0.704166
I2360465-0,114395888,6,44:51.0,0.6
I2163316-0,130628416,5,12:54.0,2.775
I1987582-0,88186886,7,47:58.0,1.328566
I2307465-0,98432894,1,49:22.0,1.64
I2015432-0,88162671,1,56:07.0,0
I2006025-0,125967743,5,43:26.0,0
I1938715-0,123939035,5,28:47.0,2.59
I2148097-0,91257238,1,49:27.0,1.53976
I2116191-0,90093753,1,32:37.0,0.266666
I2124264-0,104146956,6,11:18.0,0.583333
I2217917-0,132296320,5,01:13.0,1
I2098845-0,90847623,7,31:43.0,1.526666
I2075420-0,90266024,7,59:37.0,2.118333
I2358707-0,139394646,5,33:28.0,1.966666
I1939057-0,123957731,5,38:46.0,2.36
I2281946-0,99920933,7,34:12.0,2.72425
I2236672-0,94489578,1,27:30.0,2.28
I1965002-0,87718982,7,17:06.0,0.3
I2082660-0,90458611,7,19:08.0,0.6
I1961867-0,101264711,6,50:33.0,1
I2091901-0,103419893,6,25:23.0,0.8
I2026896-0,88348864,1,48:16.0,2.31
I2019371-0,88228956,1,45:38.0,1.263333
I2108892-0,91118481,7,19:49.0,1.125
I2153694-0,91431477,1,08:20.0,2.805713
I2398009-0,141141558,5,28:48.0,1.6
I2143311-0,104852494,6,41:39.0,1.116666
I2307641-0,137345103,5,42:29.0,1.81375
I2028155-0,89069144,7,55:18.0,1.133333
I2234807-0,96649768,7,04:19.0,2.08
I2299127-0,100935628,7,44:43.0,2.383333
I2307631-0,98446350,1,09:47.0,0.6
I2208027-0,92991752,1,45:27.0,1.826666
I1964393-0,87339744,1,17:17.0,0.3
I2198354-0,131584156,5,44:49.0,0.6
I2131831-0,90585127,1,28:10.0,2.353566
I2220280-0,107352550,6,08:01.0,0.76875
I2135659-0,104579513,6,22:17.0,1.2
I2169925-0,105740459,6,25:23.0,2.21
I2340128-0,99737481,1,32:59.0,1.516666
I2336226-0,99588270,1,09:32.0,2.57
I2071955-0,90171734,7,25:26.0,1.185
I2048591-0,88794455,1,21:12.0,1.54
I2043074-0,89484382,7,41:07.0,1.3
I2083736-0,90486818,7,57:25.0,3.033333
I2309064-0,112271416,6,55:14.0,1.064514
I2075351-0,127594185,5,29:49.0,1.625
I2391915-0,140818391,5,46:04.0,1.3
I2187815-0,106131939,6,31:10.0,1.069446
I2199265-0,131622980,5,43:01.0,1.23214
I2217796-0,107221910,6,44:57.0,0.311111
I2261335-0,95969988,1,21:23.0,2.660725
I2012604-0,88715600,7,31:33.0,1.008333
I2208621-0,95083198,7,30:42.0,2.5
I2167559-0,105643977,6,32:49.0,2.961538
I2094924-0,103477401,6,38:28.0,1.24
I1955611-0,101129843,6,18:14.0,0.3
I1947921-0,86961275,1,09:49.0,2.95
I2273129-0,135640780,5,01:18.0,0.7625
I2011034-0,88666151,7,34:18.0,0
I1998394-0,125820560,5,50:51.0,1.66
I1975858-0,101554152,6,19:04.0,1.185555
I2122340-0,128872067,5,07:35.0,0.8
I2285069-0,136332677,5,08:50.0,1.15
I2386226-0,115490434,6,55:23.0,0.129285
I1977350-0,125340630,5,13:49.0,2.62
I2394449-0,105207032,7,03:18.0,1.05
I2246603-0,95096750,1,40:31.0,0.9
I2050499-0,127062789,5,46:06.0,0.3
I2000058-0,88444305,7,14:04.0,1.325
I2394647-0,105213849,7,09:10.0,0.2
I2233942-0,96546427,7,54:30.0,0.492857
I2074138-0,103085781,6,56:12.0,1.2
I2201621-0,131696092,5,25:02.0,1.827777
I2308362-0,137373551,5,27:57.0,0.9
I1972607-0,87896199,7,15:20.0,2.923333
I2255800-0,134561655,5,35:07.0,1.1125
I2181355-0,105982884,6,18:54.0,0.471428
I2166121-0,93509147,7,29:19.0,1.2957
I2383905-0,115355151,6,25:46.0,0.8
I2146441-0,104967257,6,51:58.0,1.18086
I2123156-0,104117758,6,34:49.0,2.38965
I2240658-0,133776035,5,18:08.0,1.14438
I2134993-0,129473725,5,10:35.0,1
I2018872-0,126240477,5,01:42.0,0.3
I2171595-0,105778723,6,17:27.0,2.294286
I1994917-0,125752463,5,37:54.0,1.8
I2213725-0,132092528,5,44:38.0,2.603333
I1935040-0,86776545,7,36:24.0,1.775371
I2153317-0,92967365,7,00:19.0,1
I2388152-0,115609506,6,39:43.0,2.29
I2254563-0,134483140,5,16:07.0,0
I2040934-0,102550840,6,22:26.0,3.01
I2359516-0,139414189,5,10:33.0,0
I1974936-0,87555613,1,40:53.0,0.6
I2071174-0,127501076,5,42:12.0,1.125
I2109334-0,91118693,7,44:37.0,1.513422
I2222232-0,93535244,1,18:54.0,1.566666
I2334036-0,99505514,1,54:20.0,0.6
I2150336-0,92849874,7,13:24.0,1.3
I2068838-0,89155125,1,29:36.0,1.97
I2063654-0,89999471,7,43:23.0,0
I2079448-0,127694110,5,06:40.0,1.6
I1998788-0,125828956,5,51:11.0,0.3
I2295805-0,111683267,6,15:40.0,2.225
I1940958-0,124038156,5,15:46.0,2.395
I2296854-0,97946927,1,35:35.0,2.17
I2093656-0,90729852,7,19:33.0,1.188886
I2130150-0,104344925,6,02:01.0,2.675
I2112087-0,91119832,7,28:24.0,1.19375
I2150112-0,105089778,6,49:49.0,1.921428
I2201671-0,106577850,6,55:44.0,0.5
I2146418-0,91201725,1,35:07.0,1
I1955666-0,87437797,7,39:57.0,1.175
I2327898-0,99242952,1,45:30.0,0
I2397773-0,141140478,5,33:01.0,0.485
I2071080-0,89184937,1,44:13.0,0
I2314942-0,137634519,5,32:16.0,0.26875
I2064587-0,89080622,1,42:14.0,0
I2161574-0,130562957,5,32:12.0,1.183925
I2187043-0,131263324,5,17:58.0,2.251428
I2069121-0,127472733,5,25:58.0,1.972857
I1914067-0,122713147,5,04:13.0,1.74775
I2311492-0,137496245,5,54:47.0,0.6
I2361055-0,114442725,6,12:29.0,1.6
I2202244-0,92790509,1,51:14.0,0
I2260496-0,95908627,1,04:21.0,1.35
I2300417-0,98110080,1,14:50.0,1.3
I2231306-0,107887137,6,10:02.0,1.622812
I2139174-0,104704390,6,42:57.0,2.101666
I2352701-0,103486449,7,27:22.0,0.3
I2145011-0,92576248,7,50:06.0,2.14
I2383239-0,115322904,6,14:40.0,2.416923
I2136702-0,104627141,6,12:51.0,0
I2165342-0,130693583,5,49:23.0,1.161293
I1924863-0,86218829,1,00:27.0,0
I1978241-0,101601847,6,00:00.0,1
I2136933-0,104634589,6,39:00.0,2.553333
I2163022-0,91730183,1,53:18.0,0
I2380241-0,140226052,5,40:07.0,1.141875
I2372954-0,104305966,7,01:22.0,0.283333
I2069916-0,103027468,6,50:41.0,0
I2218134-0,107238330,6,14:08.0,1.115483
I2187587-0,106126389,6,34:07.0,1.5375
I2199753-0,92697816,1,11:44.0,1.3
I2165133-0,91792286,1,42:04.0,2.251666
I2240337-0,94732590,1,36:13.0,0.2
I2122821-0,128882588,5,23:45.0,0
I2302888-0,101096771,7,09:20.0,2.31
I2247665-0,108983017,6,16:11.0,0.6
I1990409-0,125668886,5,32:45.0,1.3
I2202301-0,94799144,7,12:50.0,1.279411
I2167384-0,91852478,1,10:16.0,2.3
I2165738-0,93504615,7,25:33.0,2.865
I1952843-0,87376567,7,06:36.0,1.03
I2197528-0,131548656,5,40:10.0,0.4
I2252127-0,134371111,5,22:14.0,1.26923
I2119297-0,128778610,5,36:20.0,1.066666
I1998667-0,101902794,6,13:20.0,1.925
I2346593-0,113814162,6,40:56.0,0.5
I2206884-0,106755148,6,42:39.0,0.45625
I2184445-0,131194374,5,45:06.0,1.135714
I2356082-0,100460572,1,07:43.0,0.6
I2321895-0,112782798,6,23:22.0,1.601111
I2259485-0,95837539,1,46:43.0,1.61
I2139069-0,129649230,5,22:38.0,1.225
I2268682-0,110234796,6,00:14.0,1.56
I2138671-0,92242246,7,54:26.0,1.933333
I1988983-0,88230237,7,38:14.0,0.3
I2326027-0,112942127,6,56:10.0,2.08
I2041155-0,89414923,7,23:29.0,2.64
I2372819-0,114908849,6,55:44.0,1.336755
I2367929-0,100922852,1,35:22.0,0.8
I2317278-0,101832343,7,11:52.0,0.3
I2161843-0,93326334,7,56:02.0,0
I2255558-0,109413245,6,49:13.0,1.49875
I2384117-0,104727644,7,35:56.0,1.25
I2392280-0,140832788,5,45:39.0,0
I2056018-0,88947126,1,24:55.0,1.121428
I2105466-0,103693608,6,31:00.0,0.9
I2102294-0,90946737,7,56:38.0,1.2
I2381098-0,140256863,5,08:08.0,1.05
I2384598-0,115402634,6,24:44.0,2.40625
I2323644-0,137980788,5,47:51.0,1.108333
I2152824-0,91420266,1,11:03.0,0.266666
I2188395-0,131304271,5,18:01.0,2.1
I2023942-0,102249683,6,10:54.0,0.9
I2265443-0,135196313,5,37:32.0,1.025
I2301241-0,111915244,6,09:48.0,0
I2374798-0,104357642,7,05:42.0,0.944444
I2019807-0,102193348,6,43:54.0,1
I2249175-0,109058485,6,32:41.0,1.721426
I2158097-0,93162517,7,54:43.0,1.71
I2251204-0,95340552,1,14:22.0,2.83
I2048839-0,102698567,6,56:56.0,1.125
I2335755-0,138424764,5,39:06.0,1.97
I2339870-0,102816204,7,33:12.0,1.283333
I2207364-0,95016854,7,49:02.0,1.9
I2165155-0,93475854,7,21:28.0,1.275
I2153309-0,92967342,7,34:07.0,1.563333
I1996205-0,101868960,6,34:40.0,0.044444
I2339244-0,138544821,5,01:12.0,2.31
I1914905-0,122756579,5,22:44.0,1.2625
I2169860-0,130884700,5,00:51.0,1.23
I2171417-0,105773584,6,32:40.0,1.75
I2383805-0,140373847,5,18:53.0,1.15
I2367528-0,104109413,7,08:32.0,0.2
I2027034-0,89044271,7,21:13.0,2.175
I2119865-0,104031150,6,33:28.0,2.23
I2190757-0,94329770,7,26:27.0,2.5575
I2073566-0,127535667,5,49:07.0,0.3
I2211559-0,93095325,1,24:56.0,2.565
I2235752-0,108276515,6,14:17.0,1.025
I2027309-0,89049256,7,23:16.0,0
I2274373-0,110565990,6,10:50.0,2.495825
I2091715-0,90678840,7,23:07.0,2.31
I2212119-0,132038011,5,42:55.0,0.8
I2265807-0,110078645,6,55:18.0,0.911111
I2323320-0,102105831,7,28:51.0,2.3
I2187971-0,131292092,5,13:20.0,1.19
I2327292-0,102259435,7,54:55.0,0.5375
I2353064-0,139148663,5,26:18.0,0
I2117381-0,90130016,1,53:35.0,1.375
I2031210-0,89150059,7,32:06.0,0.8
I2189772-0,92392867,1,12:05.0,2.595
I2067932-0,89140877,1,36:12.0,1
I1925807-0,100183737,6,49:33.0,2.775
I1952786-0,87376264,7,30:11.0,1.096153
I2111178-0,128487575,5,02:46.0,1.9
I2360183-0,139426218,5,56:10.0,0
I2338037-0,102740208,7,27:26.0,1.57
I2243082-0,94895305,1,44:53.0,0.2
I2023160-0,102246256,6,14:37.0,0.411111
I2241090-0,97123490,7,39:16.0,0
I2148236-0,91263719,1,38:24.0,1
I2248319-0,134164610,5,10:16.0,0.3
I2167453-0,105637540,6,39:02.0,0
I2022120-0,88278045,1,06:51.0,0
I1998792-0,101904750,6,52:36.0,1.2125
I1982487-0,87683619,1,32:48.0,0.6
I1914598-0,99745353,6,02:17.0,1
I2100715-0,128222917,5,24:15.0,2.7
I1997147-0,88383457,7,35:32.0,0
I2110506-0,128487353,5,29:56.0,1.895233
I2118670-0,104004074,6,16:24.0,2.455
I2140007-0,129696479,5,23:51.0,1.1
I2388135-0,101769746,1,23:56.0,0.6
I2037241-0,126673803,5,43:12.0,1.575
I2269684-0,99089628,7,14:24.0,0.4
I2167402-0,91853281,1,27:50.0,1.2
